probe_id,judge,equivalent,confidence,failures,reason,probe_subtype,tier,dataset,generator_model,base_text_preview,probe_text_preview
INV_LEX_ASSET_test_0167,claude-haiku,False,high,['CONTENT'],"The word 'display' was changed to 'show', which alters the technical specification of the screen component.",lexical,1,ASSET,rule_based,"The Kindle 2 features 16-level grayscale display, improved battery life, 20 percent faster page-refreshing, a text-to-speech option to read the text aloud, and overall thickness reduced from 0.8 to 0.","The Kindle 2 features 16-level grayscale show, improved battery life, 20 percent faster page-refreshing, a text-to-speech option to read the text aloud, and overall thickness reduced from 0.8 to 0.36 "
INV_LEX_ASSET_test_0172,claude-haiku,False,high,['CONTENT'],The word 'show' and 'display' are not semantically equivalent in this context; 'radio show' is a standard broadcast term while 'radio display' is semantically awkward and incorrect.,lexical,1,ASSET,rule_based,"In late 2004, Suleman made headlines by cutting Howard Stern's radio show from four Citadel stations, citing Stern's frequent discussions regarding his upcoming move to Sirius Satellite Radio.","In late 2004, Suleman made headlines by cutting Howard Stern's radio display from four Citadel stations, citing Stern's frequent discussions regarding his upcoming shift to Sirius Satellite Radio."
INV_LEX_ASSET_test_0178,claude-haiku,True,high,[],"Both sentences convey identical meaning: roof tiles with a specific symbol from the Tang Dynasty were located west of Chang'an/Xian, with 'found' and 'discovered' being synonymous verbs that preserve the original semantic content.",lexical,1,ASSET,rule_based,Roof tiles dating back to the Tang Dynasty with this symbol have been found west of the ancient city of Chang'an (modern-day Xian).,Roof tiles dating back to the Tang Dynasty with this symbol have been discovered west of the ancient city of Chang'an (modern-day Xian).
INV_LEX_ASSET_test_0183,claude-haiku,False,high,['CONTENT'],'Small' and 'minor' have different semantic meanings—small describes physical size while minor describes importance or significance.,lexical,1,ASSET,rule_based,A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.,A matchbook is a minor cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.
INV_LEX_ASSET_test_0190,claude-haiku,False,high,['CONTENT'],"The word 'require' is grammatically incorrect and semantically distinct from 'need' (require is a verb that needs an object, while need functions as a noun here).",lexical,1,ASSET,rule_based,"Dr. David Lindenmeyer (Australian National University) has argued that the need for nest boxes indicates that logging practices are not ecologically sustainable, for conserving hollow-dependent specie","Dr. David Lindenmeyer (Australian National University) has argued that the require for nest boxes indicates that logging practices are not ecologically sustainable, for conserving hollow-dependent spe"
INV_LEX_ASSET_test_0192,claude-haiku,True,high,[],"Both texts convey identical meaning with only minor word substitutions ('Small'→'Tiny', 'built'→'constructed') that do not alter the factual content or semantic intent.",lexical,1,ASSET,rule_based,Small value inductors can also be built on integrated circuits using the same processes that are used to make transistors.,Tiny value inductors can also be constructed on integrated circuits using the same processes that are used to make transistors.
INV_LEX_ASSET_test_0194,claude-haiku,True,high,[],"Both sentences convey identical meaning: wounds from a club are called bludgeoning or blunt-force trauma injuries, with 'known as' and 'acknowledged as' being semantically equivalent in this context.",lexical,1,ASSET,rule_based,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,The wounds inflicted by a club are generally acknowledged as bludgeoning or blunt-force trauma injuries.
INV_LEX_ASSET_test_0199,claude-haiku,False,high,['CONTENT'],"The word 'work' has been replaced with 'operate', which changes the meaning from a noun (the output/accomplishment) to a verb form that is grammatically incorrect and semantically distinct in this context.",lexical,1,ASSET,rule_based,Computer performance is characterized by the amount of useful work accomplished by a computer system compared to the time and resources used.,Computer performance is characterized by the amount of useful operate accomplished by a computer system compared to the time and resources used.
INV_LEX_ASSET_test_0200,claude-haiku,True,high,[],"Both statements convey that large world reservoirs exist along the Volga; 'found' and 'identified' are semantically equivalent in this context, with no changes to agents, actions, modals, negation, conditions, or content.",lexical,1,ASSET,rule_based,Some of the largest reservoirs in the world can be found along the Volga.,Some of the largest reservoirs in the world can be identified along the Volga.
INV_LEX_ASSET_test_0207,claude-haiku,True,high,[],"Both 'include' and 'encompass' convey the same meaning of listing characteristics, with no changes to agents, actions, modals, negation, conditions, or content.",lexical,1,ASSET,rule_based,Notable features of the design include key-dependent S-boxes and a highly complex key schedule.,Notable features of the design encompass key-dependent S-boxes and a highly complex key schedule.
INV_LEX_ASSET_test_0220,claude-haiku,True,high,[],"The substitution of 'area' with 'region' preserves semantic meaning as both terms refer to a geographic space governed by a politician, with no change to agents, actions, modals, negation, conditions, or factual content.",lexical,1,ASSET,rule_based,"Depending on the context, another closely-related meaning of constituent is that of a citizen residing in the area governed, represented, or otherwise served by a politician; sometimes this is restric","Depending on the context, another closely-related meaning of constituent is that of a citizen residing in the region governed, represented, or otherwise served by a politician; sometimes this is restr"
INV_LEX_ASSET_test_0231,claude-haiku,True,high,[],"Both sentences convey identical meaning with 'provide' and 'offer' being direct synonyms in this context, preserving all agents, actions, modals, and content.",lexical,2,ASSET,rule_based,"These ideally provide excellent habitat for chinkara, hog deer and blue bull.","These ideally offer excellent habitat for chinkara, hog deer and blue bull."
INV_LEX_ASSET_test_0234,claude-haiku,True,high,[],"The substitution of 'important' with 'significant' preserves semantic meaning; both words convey that the scene matters greatly, and all agents, actions, modals, negation, conditions, and content remain identical.",lexical,1,ASSET,rule_based,"For Rowling, this scene is important because it shows Harry's bravery, and by retrieving Cedric's corpse, he demonstrates selflessness and compassion.","For Rowling, this scene is significant because it shows Harry's bravery, and by retrieving Cedric's corpse, he demonstrates selflessness and compassion."
INV_LEX_ASSET_test_0245,claude-haiku,True,high,[],'provide a USB installer to create' and 'provide a USB installer to make' are semantically equivalent in this context.,lexical,1,ASSET,rule_based,"Version 2009.1 provides a USB installer to create a Live USB, where the user's configuration and personal data can be saved if desired.","Version 2009.1 provides a USB installer to make a Live USB, where the user's configuration and personal data can be saved if desired."
